sample,cnf-01-run-1,cnf-01-run-2,cnf-01-run-3,cnf-02-run-1,cnf-02-run-2,cnf-02-run-3,cnf-03-run-1,cnf-03-run-2,cnf-03-run-3,cnf-04-run-1,cnf-04-run-2,cnf-04-run-3,cnf-05-run-1,cnf-05-run-2,cnf-05-run-3,cnf-06-run-1,cnf-06-run-2,cnf-06-run-3,cnf-07-run-1,cnf-07-run-2,cnf-07-run-3,cnf-08-run-1,cnf-08-run-2,cnf-08-run-3,cnf-09-run-1,cnf-09-run-2,cnf-09-run-3
HG03624,False,True,True,True,False,True,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,False,False,True
HG03625,False,False,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,True
HG03629,True,False,False,False,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,False,False,True,True,True,True,False
HG03631,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,True,True,True,True
HG03634,False,False,True,False,True,False,False,True,False,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False
HG03636,True,False,True,True,False,False,True,False,False,False,True,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True
HG03640,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,True,True,True
HG03642,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,True,True,True
HG03643,False,True,False,False,False,False,True,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False,True,False
HG03644,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,True,False,True,True,False,False,True,False,False,False,False,False
HG03645,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False
HG03646,False,False,False,True,True,True,False,False,True,True,True,False,False,True,False,False,True,False,True,False,False,True,False,True,False,True,True
HG03649,False,False,False,True,False,True,False,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,False,False,True,True,False
HG03652,True,True,False,True,False,True,True,True,False,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,True,True
HG03653,True,False,False,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,False,False,True,False,False,False
HG03660,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False
HG03663,False,True,False,True,True,False,True,False,False,True,False,False,True,True,False,False,False,True,True,False,True,True,False,False,True,True,False
HG03667,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True
HG03668,False,True,True,False,False,True,False,True,False,False,True,False,True,True,False,True,False,False,False,False,True,False,False,False,False,True,True
HG03672,False,True,False,False,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,True,True,True
HG03673,False,True,False,True,False,True,True,False,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,True,True,False
HG03679,True,True,False,True,False,False,False,True,False,False,True,True,True,True,True,False,True,False,False,False,False,True,True,True,True,True,True
HG03680,False,True,False,False,False,True,False,True,True,True,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True,True,False
HG03681,False,True,True,False,False,True,True,False,False,True,False,True,True,True,False,True,False,False,True,False,True,True,False,False,False,True,True
HG03684,True,False,True,True,True,True,False,False,True,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,False
HG03685,True,True,False,False,True,True,False,True,True,True,True,True,True,False,True,False,False,False,True,False,False,True,False,True,True,True,False
HG03686,True,False,True,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,False,True,True,False,True,True,True,True,True
HG03687,True,False,True,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True
HG03689,True,False,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True
HG03690,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True
HG03691,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,True,True,True,True,False,True,False,False,False,False,False,False
HG03692,True,False,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True
HG03693,False,True,False,False,False,True,True,True,True,False,True,False,True,False,False,True,True,False,True,False,False,True,True,False,False,False,False
HG03694,True,True,False,True,False,True,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,True,True
HG03695,False,False,False,False,True,True,True,True,False,False,True,True,True,True,False,True,True,False,False,True,False,True,True,False,False,True,True
HG03696,False,False,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True
HG03697,True,True,False,True,True,True,True,True,True,False,False,False,False,False,False,True,True,False,False,True,False,True,False,False,True,True,False
HG03698,True,False,False,True,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,True,False,False,False,False,True,True
HG03702,True,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,False,False,True,True,False,False,False,True,True
HG03703,False,False,True,True,True,True,True,True,False,False,True,True,False,True,False,True,True,True,True,False,True,False,True,True,False,True,True
HG03705,True,True,False,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,True,False,True
HG03706,True,True,False,False,True,False,False,True,False,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,False,False,True
HG03708,False,False,False,False,False,True,True,True,False,True,True,True,False,False,False,True,False,False,True,False,True,False,False,False,False,False,True
HG03709,False,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,True,False,False,True,True,True,True,True,True,True,True
HG03711,False,False,True,True,True,True,True,True,False,True,False,False,True,False,False,True,True,False,True,False,False,True,False,True,True,True,True
HG03713,False,True,True,False,False,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,True,True,True
HG03714,True,False,True,True,True,False,True,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,False,False,True
HG03716,True,True,True,True,True,True,False,True,False,False,True,True,True,False,True,True,True,False,True,True,False,True,False,True,False,False,True
HG03717,False,False,True,True,False,True,True,True,True,True,False,False,True,True,True,True,True,False,False,True,False,True,False,False,True,True,True
HG03718,False,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,True,False,False,False,False,False,True,True,True
HG03720,False,False,True,False,False,True,True,False,False,True,False,True,True,False,False,True,True,True,True,True,True,False,False,True,True,True,True
HG03722,False,False,True,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True
HG03727,False,False,True,True,True,False,False,False,True,True,False,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,True
HG03729,False,False,True,False,True,True,True,False,True,True,True,False,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True
HG03730,False,False,True,True,True,False,True,False,True,True,False,True,False,False,True,False,True,False,True,True,True,False,False,False,False,True,True
HG03731,False,True,False,True,True,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,False,True,True,True,True
HG03733,False,False,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True,True,False,True,True,True
HG03736,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False
HG03738,False,False,False,True,True,True,True,True,False,True,True,True,False,True,True,True,False,False,False,False,True,True,True,False,True,True,True
HG03740,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True,True
HG03741,False,False,True,False,True,True,True,True,False,False,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,True
HG03742,True,False,True,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False
HG03743,False,True,False,True,False,True,False,True,True,False,True,False,True,False,False,True,True,False,True,False,True,False,True,False,True,True,True
HG03744,False,False,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,True,True
HG03745,True,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,True,True
HG03746,True,True,False,True,False,False,True,False,False,True,True,True,False,False,True,False,False,False,False,True,True,True,False,True,False,False,False
HG03750,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,True,True,True,False,False,False,True,False,False,True,True,False
HG03752,False,True,False,True,False,True,True,True,False,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True
HG03753,False,False,False,False,True,False,False,False,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,True
HG03754,False,True,False,False,True,False,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,False,False,False,False,False,True
HG03755,True,True,False,True,True,False,False,True,True,True,False,True,False,True,False,True,True,False,False,True,False,False,True,False,True,True,True
HG03756,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,True,False,False,False,True,True,True,True,True,False
HG03757,False,True,True,False,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False,True,False,False,False,False,True
HG03760,True,False,True,True,True,False,True,True,True,False,True,True,True,True,True,True,False,False,True,True,False,True,False,False,True,True,True
HG03762,False,False,True,True,False,True,False,True,False,False,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,True,True
HG03765,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,True,False,True,False,False,True,False,False,True,False,True,True
HG03767,False,False,True,True,True,False,False,False,False,True,True,False,True,False,False,False,True,True,True,False,False,False,False,False,True,False,True
HG03770,True,False,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,True,False,True,True,False,True,False
HG03771,True,False,True,False,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,False,True,False,False,False,False,False
HG03772,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,False,False,False,False,True
HG03773,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,True
HG03774,True,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,False
HG03775,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,True,False,False,True,True,False,True,True,True,True
HG03777,True,True,True,False,False,False,True,False,False,True,True,True,True,False,True,False,True,True,False,True,False,False,True,True,False,False,False
HG03778,False,False,False,True,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,True,True
HG03779,False,True,True,True,True,False,False,True,True,True,True,False,False,False,True,False,False,True,False,True,True,False,True,False,False,True,False
HG03780,False,False,False,False,True,True,True,False,True,True,True,True,False,True,False,False,False,True,False,False,False,True,False,False,True,True,False
HG03781,True,True,True,False,False,True,True,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,False,False,True,False
HG03782,True,True,False,True,True,True,True,False,False,True,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,True,True
HG03784,False,False,True,False,True,True,True,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,True,False,True,True,True
HG03785,False,True,True,True,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True,True,True,False,True,False,True
HG03786,True,False,False,True,True,True,True,True,False,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True
HG03787,False,False,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,True,True,True
HG03788,False,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True
HG03789,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,False,False,True,True,False,True,True,False,True,True,False,False
HG03790,False,False,False,False,False,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False,False,False,False,True,True,False,False
HG03792,False,True,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False
HG03793,False,False,True,True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False
HG03796,False,False,False,True,True,False,False,True,False,False,False,True,True,True,False,True,False,False,True,False,False,False,True,True,False,False,False
HG03800,True,False,True,False,True,True,True,True,True,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,False
HG03802,False,True,False,False,False,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False
HG03803,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True,False,False,True,True,False,False,True,False,True,False,False,False
HG03805,False,True,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,True,True,False,False,True
HG03808,False,False,False,True,True,False,False,False,True,False,True,False,False,True,False,True,True,True,False,False,False,True,False,True,False,True,False
HG03809,False,True,True,False,False,False,False,True,False,False,True,False,False,True,False,False,False,True,False,True,True,False,False,True,False,True,False
HG03812,False,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,True,False,False,True,False,True,False,False,False,True
HG03814,False,True,True,False,False,True,False,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False,True,True,True,False
HG03815,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,True,True,False,False,True,True,True,False,False,False,False,False
HG03817,False,False,True,False,False,True,False,True,False,True,True,True,True,False,False,False,True,True,True,False,True,True,True,False,False,True,True
HG03821,True,False,False,True,False,True,True,True,False,True,False,False,True,True,False,False,False,True,False,True,False,True,False,False,True,True,True
HG03823,True,False,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,False,True,False,True,True,True
HG03824,True,True,True,False,False,True,True,False,False,False,True,False,True,True,False,True,True,True,True,True,True,False,True,False,True,True,True
HG03826,True,True,False,False,True,False,False,True,False,True,True,False,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False
HG03829,True,False,True,False,False,False,True,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True
HG03830,True,False,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,False,False,False,False,True,False,True
HG03832,False,False,True,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False
HG03833,False,True,True,False,False,True,False,False,False,False,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,False,False
HG03836,False,True,True,False,False,False,True,True,True,True,True,True,True,True,True,True,True,True,False,False,False,True,False,False,True,True,True
HG03837,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True
HG03838,False,True,True,True,True,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,True
HG03844,False,False,False,True,False,False,False,True,False,False,True,True,False,True,False,False,False,True,True,False,True,True,False,True,False,True,False
HG03846,False,False,False,False,False,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True
HG03848,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False,False,False,True,False,False,True
HG03849,True,True,True,False,True,True,False,True,True,False,True,False,False,True,True,False,False,False,False,True,True,True,False,True,True,True,False
HG03850,False,True,True,True,False,True,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False
HG03851,False,False,True,True,False,True,False,True,True,True,True,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,False
HG03854,False,True,True,False,True,True,False,True,True,False,True,True,False,True,False,True,True,True,True,True,True,True,True,False,True,True,True
HG03856,True,True,True,True,True,False,True,False,False,False,False,False,False,True,False,True,True,False,True,False,False,False,True,False,False,True,True
HG03857,False,False,True,True,True,True,True,False,False,False,True,False,False,False,False,False,False,True,True,True,True,True,True,False,False,False,False
HG03858,False,True,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True
HG03861,True,True,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,True,True,True
HG03862,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True,True,True
HG03863,True,False,True,False,True,True,True,False,False,True,True,True,False,False,True,False,True,False,False,True,False,False,True,True,False,True,True
HG03864,False,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,True,True,True
HG03866,False,False,True,True,False,True,True,True,False,True,False,True,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True
HG03867,True,True,False,True,False,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True,True,True,False,True,False,True
HG03868,True,True,False,True,True,False,False,True,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,False,True,True,True
HG03869,False,False,True,False,True,False,False,True,False,True,True,True,False,True,False,True,False,True,True,True,False,False,True,False,True,True,False
HG03870,True,False,False,True,True,False,True,True,False,True,True,False,True,False,False,True,True,True,True,True,True,True,True,False,True,True,True
HG03871,False,True,True,True,False,False,False,True,False,False,True,True,True,False,False,False,False,True,False,True,False,True,True,False,True,True,False
HG03872,True,True,True,False,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True
HG03873,False,False,False,False,True,True,False,True,True,True,True,False,True,True,False,False,True,False,True,False,True,True,True,True,False,True,False
HG03874,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False,True,False,False
HG03875,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,False,True,True,False,True,False,True
HG03882,False,True,False,True,True,True,False,True,False,True,True,False,True,False,False,False,True,True,False,False,False,False,True,False,False,False,True
HG03884,False,False,False,True,True,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False,False,True,True,True,True,True,True
HG03885,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,True,False,True,False,True,True,True,True,True,True
HG03886,False,True,True,True,False,False,False,True,True,False,False,True,True,True,True,True,True,False,True,False,True,True,True,True,False,False,False
HG03887,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False
HG03888,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True,True,True,False,False,True,False
HG03890,True,True,True,False,False,False,False,True,False,True,True,False,True,False,False,False,False,False,False,False,False,True,True,False,False,True,False
HG03894,False,False,False,True,False,False,False,False,False,True,False,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True
HG03895,False,True,False,True,True,False,True,True,False,False,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,True,True
HG03896,True,True,True,True,False,False,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,False,True,False,True,True,True
HG03897,False,True,True,False,True,True,True,True,True,False,True,False,True,False,False,True,True,False,False,False,True,True,False,False,True,True,True
HG03898,False,True,True,True,True,True,True,True,True,False,True,False,True,True,True,True,True,True,False,False,False,True,False,True,True,False,True
HG03899,False,False,True,False,True,True,False,True,True,True,True,False,False,False,False,False,False,True,False,True,True,True,True,False,True,True,True
HG03900,False,True,True,True,True,True,True,False,False,True,False,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True
HG03902,True,False,True,False,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,True,False,False,True,False,True,False,False
HG03905,False,True,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False
HG03907,False,True,True,False,False,True,False,True,True,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,False,True,True
HG03908,False,True,False,True,True,False,True,False,True,True,False,False,True,False,True,True,True,False,True,True,False,True,False,False,False,True,False
HG03910,True,True,False,True,True,True,False,True,True,True,False,False,True,True,True,False,True,True,True,True,True,False,False,True,True,True,True
HG03911,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,True,True,False,False,False,True,False,False,True,True,False,True
HG03913,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,True,False,False,False,True,True,True,False,True,True,True,False
HG03914,True,True,False,True,False,True,True,True,True,True,False,True,False,True,True,False,True,False,False,False,False,True,True,False,False,False,False
HG03916,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,False,False,False
HG03917,True,False,True,False,False,False,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,False,True,False,True,False
HG03919,True,False,False,False,False,False,False,True,True,False,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,False
HG03920,True,False,True,False,False,True,False,True,True,False,True,True,True,True,True,True,True,False,True,False,False,True,True,True,True,False,False
HG03922,False,False,True,True,True,True,False,False,True,True,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False
HG03925,False,False,False,False,False,False,False,False,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False
HG03926,True,False,True,False,False,False,False,True,False,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True,False,False
HG03928,False,False,True,True,False,True,False,False,True,True,False,True,False,False,False,False,True,True,False,False,True,True,True,False,False,False,False
HG03931,True,True,False,False,True,True,True,True,True,True,False,False,False,False,True,True,False,True,False,True,True,False,True,False,False,True,True
HG03934,False,False,False,True,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False
HG03937,True,False,True,False,True,True,True,False,False,True,False,True,False,False,True,True,True,True,True,False,False,True,True,False,True,False,True
HG03940,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,True,True
HG03941,True,False,True,False,False,True,True,False,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True
HG03943,True,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False
HG03944,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,True,True,True,True
HG03945,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True
HG03947,False,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,True,False,False
HG03949,False,False,False,True,False,True,False,True,True,True,True,True,False,True,True,False,False,False,True,False,True,True,False,True,False,True,True
HG03950,True,False,False,True,True,False,True,True,False,True,False,True,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True
HG03951,True,False,False,False,False,False,False,False,True,True,True,False,False,False,False,True,True,True,False,False,True,False,False,True,False,True,False
HG03953,False,True,False,False,False,True,True,True,False,True,True,False,True,True,False,True,True,True,True,False,True,True,False,True,True,True,False
HG03955,False,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,True,True,True
HG03960,False,True,False,False,True,True,True,True,True,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,True,False
HG03963,True,False,False,False,True,False,False,True,True,True,False,False,True,True,True,False,True,False,False,False,True,True,False,True,False,False,False
HG03965,True,True,False,False,False,False,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False
HG03967,False,False,True,True,True,True,True,True,False,True,True,False,False,False,False,True,True,False,False,False,False,True,False,True,True,False,True
HG03968,False,True,False,False,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,False,False,True,False,True,True
HG03969,False,False,False,True,True,False,True,False,False,True,True,False,False,False,True,True,True,False,False,False,False,True,True,False,True,True,True
HG03971,False,False,False,True,True,True,True,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False
HG03973,False,False,True,False,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,True,True,True,True
HG03974,False,False,True,False,True,True,True,False,False,True,True,False,True,True,True,False,True,False,True,False,False,True,False,True,False,True,False
HG03976,False,True,True,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False
HG03977,False,False,True,True,False,True,True,False,False,True,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,False,True
HG03978,False,False,True,False,False,True,False,True,False,False,True,True,False,False,True,True,False,False,False,True,True,False,False,False,False,True,True
HG03985,False,False,False,False,True,True,True,False,False,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,False,True,True
HG03986,True,False,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,True,True,True,False,False,True,True,False
HG03989,False,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,True,True,False,False,True,True,False,True,True,False,False
HG03990,True,True,False,False,False,False,True,True,False,False,False,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True,True
HG03991,False,False,True,False,True,True,False,False,True,False,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,False
HG03995,False,True,False,False,True,False,True,False,False,False,True,True,False,False,True,True,True,False,True,False,False,False,False,True,False,True,False
HG03998,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True
HG03999,False,True,True,True,False,False,True,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,True,True,True,False
HG04001,True,False,False,False,True,True,True,True,False,True,True,False,False,False,True,False,True,False,False,False,True,True,False,True,False,True,True
HG04002,True,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,True,False,False,True,True,True,False,True,False
HG04003,True,False,False,True,True,True,True,True,False,True,True,True,False,True,True,False,True,True,True,True,True,False,True,False,False,False,True
HG04006,True,True,True,True,False,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,True,False,True,True,False
HG04014,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,True,True,True,True
HG04015,True,False,True,True,False,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,False,False,False,True,True,False,False
HG04017,False,False,False,True,False,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,True,True,False,False,False,True,False
HG04018,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False
HG04019,False,False,True,True,True,True,True,False,False,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False
HG04020,True,False,True,False,True,True,False,False,True,False,True,True,False,True,False,True,True,False,False,False,True,False,True,False,True,True,True
HG04022,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
HG04023,False,False,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,True,False,False,False,False,True,True,False,True,True
HG04025,True,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,True,True,True,False,True,True,True,False,True,False,True
HG04026,True,False,False,True,True,True,True,True,True,True,False,True,False,False,True,True,False,False,True,False,True,False,False,False,True,True,True
HG04029,False,True,True,True,True,True,True,False,False,True,False,False,True,False,True,False,False,True,True,True,False,False,False,False,True,True,True
HG04033,True,False,True,False,False,True,False,False,False,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,False,True
HG04035,False,False,False,False,False,False,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,True,True,True
HG04038,True,True,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,True,False,False,True,True,False,True,True
HG04039,False,True,False,True,True,True,False,True,False,False,False,True,True,False,True,False,True,True,False,False,True,False,False,True,True,False,True
HG04042,True,True,False,False,False,True,True,True,True,True,True,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False
HG04047,False,False,False,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,False,False,False,False,True,True,True,True
HG04054,False,False,False,False,True,True,True,False,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True,True,True,True
HG04056,False,True,False,False,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True
HG04059,False,False,False,True,True,True,False,True,False,True,True,True,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False
