sample,cnf-01-run-1,cnf-01-run-2,cnf-01-run-3,cnf-02-run-1,cnf-02-run-2,cnf-02-run-3,cnf-03-run-1,cnf-03-run-2,cnf-03-run-3,cnf-04-run-1,cnf-04-run-2,cnf-04-run-3,cnf-05-run-1,cnf-05-run-2,cnf-05-run-3,cnf-06-run-1,cnf-06-run-2,cnf-06-run-3,cnf-07-run-1,cnf-07-run-2,cnf-07-run-3,cnf-08-run-1,cnf-08-run-2,cnf-08-run-3,cnf-09-run-1,cnf-09-run-2,cnf-09-run-3
HG01372,False,False,False,True,False,False,False,True,True,False,False,True,True,True,False,False,False,False,False,False,False,True,True,False,True,False,False
HG01374,True,True,False,True,False,True,True,True,True,True,True,False,True,True,False,False,False,False,False,True,True,True,False,True,False,False,True
HG01375,True,True,False,True,False,True,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,False,True,True,False,True,False
HG01377,False,False,True,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,False,False,True,False,True,True,True
HG01378,True,False,True,True,False,True,False,True,False,False,True,False,True,False,False,True,False,False,False,True,False,True,True,False,True,False,False
HG01383,True,False,False,False,True,True,False,False,False,False,False,True,False,True,False,True,True,False,True,False,False,True,True,True,False,True,True
HG01384,True,False,False,False,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,True,False,True,False,True,True
HG01389,False,False,False,True,True,False,False,False,True,True,False,False,True,True,False,True,True,True,True,True,False,True,True,True,True,True,False
HG01390,False,True,True,True,True,True,True,False,False,False,False,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True
HG01392,True,True,False,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,True,True,False,False,True,True,True
HG01393,False,True,True,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True,True,False,True,False,False,False,True
HG01395,False,False,False,True,False,False,False,True,True,False,False,True,True,False,True,False,True,True,False,False,False,True,True,False,True,False,True
HG01396,True,True,True,False,True,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,True,False,True,False,True,False,False
HG01398,False,False,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True
HG01402,False,True,False,True,False,True,False,True,False,False,True,True,True,True,False,True,False,False,True,True,False,False,True,True,False,False,True
HG01403,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,False,True,False,True,True,True,True,False,False,True,False
HG01405,True,True,False,False,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,False,True,True,True,True,False,False,False
HG01412,False,False,False,False,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,True,False,False,True
HG01413,False,False,True,False,False,True,True,False,True,True,False,False,True,True,True,False,True,True,False,False,False,False,True,False,False,False,True
HG01414,True,False,True,True,True,False,False,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True
HG01431,True,True,True,True,False,False,False,False,False,False,True,True,True,True,False,False,True,False,False,True,False,True,True,False,True,False,False
HG01432,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True,False,True,True,True,False,True,False,True,True,False,True
HG01435,True,True,True,True,False,False,False,False,False,True,True,False,True,False,True,False,False,True,False,False,True,True,True,True,True,False,True
HG01437,False,False,True,True,True,False,False,False,True,False,False,True,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True
HG01438,False,False,False,True,False,True,True,True,False,False,True,False,True,True,True,True,False,False,False,False,True,True,True,True,True,True,False
HG01440,False,False,False,False,False,True,False,False,True,True,True,True,False,False,False,False,True,False,True,False,False,True,False,True,True,True,False
HG01441,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,True,False,True,False,True,True,True,True,True,True
HG01443,True,True,False,True,False,False,False,True,True,True,True,False,True,True,False,True,True,False,True,True,True,True,True,True,False,False,False
HG01444,True,False,True,False,False,True,False,True,False,False,False,True,False,True,True,True,True,True,False,True,False,False,False,False,True,False,False
HG01447,False,False,True,True,True,True,True,True,False,False,False,True,False,True,True,True,False,False,False,True,False,False,False,False,True,True,False
HG01455,False,True,True,True,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,False,True,True,False,False,True,True,False
HG01456,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,False,False,False
HG01459,True,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,False,False,True,False,False,False,False,True,False,False,False
HG01461,True,False,False,True,False,True,False,True,False,True,False,True,True,True,True,False,True,True,False,True,False,False,False,True,False,False,True
HG01462,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True
HG01464,False,True,False,False,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False
HG01465,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,False,False,True,False,True,True,True,True,True,False,False,True
HG01468,False,False,False,False,True,False,False,True,True,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True
HG01474,False,False,False,False,False,False,False,True,True,True,True,False,False,False,True,True,True,False,False,True,True,False,True,True,True,False,False
HG01479,True,False,True,True,False,True,False,False,False,False,True,False,False,True,True,True,True,False,False,False,True,True,True,True,False,False,True
HG01485,False,True,True,True,True,True,True,True,False,False,False,True,True,False,False,False,False,True,True,True,True,True,False,False,False,False,True
HG01486,True,True,True,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,False
HG01488,False,False,True,False,False,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,False,True,False,False,False,True,False
HG01489,True,False,False,True,False,True,False,False,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False
HG01491,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True
HG01492,True,True,True,False,True,True,False,True,True,False,False,True,False,False,True,False,False,False,True,True,True,False,True,True,False,False,False
HG01494,True,True,True,False,False,False,True,False,False,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False
HG01495,False,False,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True,True,True,False,False
HG01497,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,True,False,False,True,False,True,True
HG01498,False,False,True,False,False,True,False,True,True,False,False,True,True,False,True,True,False,True,True,True,True,True,True,False,True,True,True
HG01500,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,True,True,False,False,True,True,False,True,True
HG01501,True,False,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False
HG01503,False,False,True,True,False,True,False,True,True,True,True,True,False,False,True,True,True,True,False,True,True,True,True,False,True,False,False
HG01504,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,False,True,False
HG01506,True,True,True,False,True,True,False,True,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,True
HG01507,True,False,False,True,True,True,True,True,False,True,True,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,False
HG01509,False,False,True,True,False,True,True,True,True,True,True,False,False,True,False,False,False,False,True,False,False,False,True,True,True,True,True
HG01510,False,True,False,False,True,True,True,False,False,False,True,True,False,False,True,True,False,True,False,True,False,False,False,False,True,True,True
HG01512,True,False,True,True,False,True,False,True,False,True,True,True,False,False,True,False,False,False,False,True,True,False,False,True,False,False,False
HG01513,False,False,False,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True
HG01515,False,False,False,True,False,True,True,True,True,False,False,False,False,False,True,False,True,True,False,True,False,True,True,False,True,True,False
HG01516,True,False,False,False,True,False,False,False,True,False,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,True,False
HG01518,False,False,False,False,False,True,True,True,False,True,False,True,True,True,True,False,False,True,False,False,True,True,True,False,False,False,True
HG01519,False,True,False,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,True,True,False,False,True,True,True
HG01521,True,False,True,True,False,False,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,True,True,False,True,True,False
HG01522,False,True,True,True,True,True,False,True,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,True,True,False,False
HG01524,False,False,False,True,False,True,False,True,True,True,False,True,False,True,False,True,True,True,True,False,True,False,True,True,False,False,True
HG01525,True,False,True,False,True,True,True,False,True,True,True,False,True,True,False,False,True,False,True,False,True,True,False,False,True,False,False
HG01527,False,False,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,True,True,True,True,True
HG01528,True,True,False,False,False,False,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,True,False,False,True,False
HG01530,False,False,False,True,False,True,False,False,False,False,True,True,False,True,True,False,True,False,False,True,False,False,False,False,False,False,False
HG01531,False,False,True,True,False,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,False,True,True,True,True,True,True
HG01536,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,True,True,False,False,False,True,False,True,True
HG01537,False,False,False,True,True,True,False,False,True,False,True,True,False,False,True,True,True,True,False,True,False,True,True,True,True,True,True
HG01550,False,False,True,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False,True,False,False
HG01551,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,True,True,False,True,False,False,False,False,False,False,False,False
HG01556,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,False
HG01565,True,True,False,False,False,True,True,True,True,True,True,False,True,True,False,True,True,False,False,True,True,False,True,False,True,True,True
HG01566,True,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True,True,False,False,False,False,False,True,False,False,False,False
HG01571,True,False,True,True,False,True,True,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,False,True,True,True,False
HG01572,True,False,True,True,False,False,True,True,True,True,True,True,True,True,True,True,False,False,True,True,True,True,True,True,True,True,True
HG01577,False,True,False,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True,True,True,True,True,True,False,False,False
HG01578,True,False,True,True,True,True,False,True,True,True,False,False,False,True,True,False,True,True,False,False,True,False,False,False,True,False,True
HG01583,True,True,True,False,False,True,True,True,False,True,True,True,False,False,True,False,False,False,True,False,True,False,False,True,False,True,True
HG01586,False,False,True,True,False,False,True,False,False,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,False,False
HG01589,False,True,True,True,False,True,True,True,True,True,False,True,True,True,True,True,True,True,True,False,False,False,True,True,False,True,True
HG01593,False,False,False,False,True,True,False,True,False,True,True,False,True,False,True,True,True,False,False,False,True,False,True,True,True,True,True
HG01595,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,True,False
HG01596,True,True,False,True,True,False,False,False,True,False,False,False,False,False,False,True,True,False,True,False,False,True,False,True,False,True,True
HG01597,True,False,False,False,True,False,False,False,True,False,False,False,True,True,True,False,True,True,True,False,False,False,False,False,False,False,True
HG01598,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,True,True,False,True,True,True,True,False,False,False
HG01599,True,True,True,False,True,False,True,False,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,False,False
HG01600,True,True,False,False,True,False,False,False,True,False,True,True,True,False,False,True,False,False,True,True,False,True,True,False,True,True,True
HG01602,False,False,False,True,True,True,False,False,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,True,True,False
HG01603,False,True,True,False,True,True,False,True,True,False,False,True,True,True,False,True,True,False,False,True,True,True,True,True,False,False,True
HG01605,True,False,False,True,True,True,True,True,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True,True,True,True,True
HG01606,False,True,True,True,False,True,False,True,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,True,True,False,False
HG01607,True,False,False,True,True,True,False,False,False,False,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,True
HG01608,True,True,False,False,True,True,True,True,True,True,True,False,False,True,True,True,False,False,False,True,True,False,True,True,True,True,True
HG01610,False,False,False,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,True
HG01612,True,False,False,False,False,True,True,True,True,False,True,True,True,False,True,False,True,False,False,False,True,True,True,True,False,True,False
HG01613,True,True,False,True,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,True,False,False,True,False,False,False,True
HG01615,False,False,False,True,False,True,True,False,True,False,True,True,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True
HG01617,False,True,True,True,True,True,False,True,True,True,False,True,True,True,True,False,True,True,True,False,False,True,True,True,True,True,True
HG01618,True,False,True,True,True,False,False,False,True,True,False,False,True,True,False,False,True,True,False,False,True,True,False,True,True,True,True
HG01619,False,True,True,True,False,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,True,True,False,True,False,True
HG01620,True,False,False,True,False,True,False,False,False,False,True,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False
HG01623,False,False,True,True,True,False,False,False,True,True,True,True,False,False,True,False,True,True,False,False,True,True,True,False,False,False,False
HG01624,False,True,False,True,False,True,True,True,True,False,True,False,False,False,True,True,False,False,False,True,True,True,True,True,True,False,False
HG01625,True,True,False,True,True,True,True,True,True,False,True,False,False,True,False,False,False,True,False,True,False,False,True,True,True,False,True
HG01626,True,True,True,False,True,True,False,False,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,True,False,False
HG01628,False,False,False,True,True,True,False,False,True,False,False,True,False,True,True,False,False,False,True,True,False,False,False,False,True,True,True
HG01630,False,False,False,False,False,False,False,False,False,False,True,True,True,True,True,False,False,False,False,True,False,False,True,True,True,True,True
HG01631,True,True,True,True,True,True,False,False,True,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True
HG01632,False,False,False,True,False,False,False,True,True,False,False,False,True,True,False,False,False,True,False,True,True,True,True,True,True,False,True
HG01668,False,False,True,False,False,True,False,True,False,False,False,False,True,False,True,False,False,False,False,True,False,True,True,False,False,True,False
HG01669,False,False,False,True,False,True,True,False,True,False,True,True,True,False,True,False,False,True,True,True,True,False,False,True,False,False,False
HG01670,False,False,False,True,True,True,True,True,True,True,True,True,True,False,True,False,True,True,False,False,True,True,False,False,True,True,True
HG01672,True,True,False,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,False,True,False,True,True,True,True,False,True
HG01673,False,False,False,True,True,True,False,False,False,True,True,True,True,False,True,True,True,True,True,False,False,True,True,False,False,False,True
HG01675,True,False,True,True,True,True,False,False,True,True,True,True,False,True,False,False,False,False,False,False,False,True,True,False,False,False,True
HG01676,True,False,True,True,True,True,False,False,True,False,True,False,True,False,False,False,False,True,False,True,True,True,False,True,True,True,True
HG01678,False,True,False,False,True,False,False,False,False,True,True,False,False,True,True,False,True,True,False,True,False,True,True,True,True,False,False
HG01679,False,False,True,True,True,True,True,True,True,True,False,True,True,False,True,True,True,True,False,False,False,True,True,True,True,True,True
HG01680,False,False,True,False,False,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,False,False,True,True,True,True,True
HG01682,False,False,True,True,True,True,False,False,False,False,True,False,True,True,False,False,True,False,True,True,True,False,True,True,True,False,True
HG01684,True,False,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,False,False,True,False,True,True,False,False,False,False
HG01685,False,False,False,False,False,True,False,False,False,False,True,True,False,False,False,True,False,False,False,False,True,False,False,True,False,False,False
HG01686,False,True,False,True,True,True,False,False,False,True,False,False,False,False,False,False,True,False,True,True,True,True,True,True,True,False,True
HG01694,False,True,False,False,True,False,True,True,False,True,False,True,False,True,True,False,True,True,True,False,False,False,True,False,True,True,True
HG01695,False,True,True,True,True,True,False,False,False,False,False,True,False,True,True,True,True,False,False,False,True,False,False,True,True,False,False
HG01697,True,True,False,True,True,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True,False,False,False,True,True,False
HG01699,False,False,True,False,False,True,False,True,True,False,True,True,False,True,False,True,True,True,False,True,False,True,True,True,False,True,True
HG01700,True,False,True,True,True,True,True,True,True,True,False,True,True,False,False,False,True,False,False,True,True,False,True,True,False,True,True
HG01702,True,True,False,False,False,True,False,False,True,False,True,False,True,True,True,True,True,True,True,False,False,True,False,True,False,True,True
HG01704,False,True,False,True,True,True,True,True,True,True,True,False,False,True,False,True,True,True,False,True,False,False,False,True,False,True,True
HG01705,False,False,True,False,False,True,False,False,True,False,False,True,True,True,False,False,False,True,True,True,False,True,False,True,True,True,True
HG01707,False,False,False,True,True,False,True,False,False,True,False,False,False,False,True,True,True,False,False,False,True,False,True,False,True,True,True
HG01708,True,True,False,True,True,False,True,False,True,False,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,True
HG01709,False,True,True,False,True,True,True,False,True,True,False,False,True,True,False,True,False,False,False,True,True,True,False,False,True,True,True
HG01710,True,False,True,False,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True,True,False,True,False,False
HG01746,False,True,True,True,True,True,True,False,False,True,False,False,False,False,False,True,True,True,False,True,False,True,False,True,True,False,False
HG01747,False,True,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,False,True,False,True,False,True,True
HG01756,True,False,True,True,False,True,False,True,False,True,True,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True
HG01757,True,False,True,True,False,False,True,True,True,False,True,False,True,False,True,False,False,False,False,False,False,True,True,False,False,False,False
HG01761,True,True,False,False,True,True,True,True,True,False,False,True,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False
HG01762,False,True,False,False,False,True,True,False,False,False,True,False,False,False,True,True,True,True,False,True,False,False,True,True,False,True,True
HG01765,False,False,False,False,True,True,False,False,False,True,True,True,True,False,False,False,False,False,True,True,False,False,True,True,False,True,True
HG01766,False,True,True,True,False,True,True,False,True,False,True,True,False,True,True,True,False,True,True,False,False,True,True,True,False,True,True
HG01767,False,False,True,True,False,True,False,True,False,False,True,True,True,True,True,False,True,False,True,False,True,False,True,False,True,True,False
HG01768,False,False,True,True,True,True,True,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,False,False,False,False,False
HG01770,False,True,True,True,True,False,False,True,False,False,True,True,True,False,True,True,True,True,False,True,True,True,True,True,True,False,True
HG01771,True,False,True,True,True,True,False,True,True,False,True,True,True,True,True,False,False,False,True,True,False,True,True,False,False,False,True
HG01773,False,False,False,True,False,True,False,True,False,False,False,True,True,True,False,False,True,False,False,False,True,False,False,True,False,True,True
HG01775,False,True,False,True,True,True,True,False,True,True,False,True,False,True,True,True,True,True,False,True,False,True,False,True,True,False,False
HG01776,False,False,False,True,False,True,False,True,True,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,True,False,False
HG01777,False,True,False,False,True,False,False,False,True,True,False,False,True,False,True,True,False,False,True,False,True,False,True,True,False,False,False
HG01779,False,True,True,True,True,True,False,True,False,True,True,True,False,False,False,False,True,True,True,True,True,True,True,True,False,False,False
HG01781,False,False,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,True,False,True,True,True,True,True,False,True
HG01783,False,False,False,True,True,True,False,False,False,True,True,True,True,False,False,False,True,True,False,False,True,False,True,False,True,True,True
HG01784,True,False,True,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,True,True,True,True,True,True,True
HG01785,True,True,False,True,False,True,False,True,True,True,False,True,True,True,True,True,False,False,True,False,True,False,False,True,False,True,True
HG01786,False,True,False,True,False,True,True,False,True,True,True,False,False,True,True,False,False,False,False,True,False,True,True,False,True,True,True
HG01789,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,True,True,False,True,False
HG01790,False,True,False,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True
HG01791,False,True,False,False,True,True,False,True,False,False,True,True,True,False,True,True,False,False,False,False,False,False,True,True,False,False,True
HG01794,False,True,False,False,True,False,True,True,False,False,False,False,False,True,True,True,True,False,False,False,False,False,False,False,False,True,False
HG01795,True,True,False,True,False,False,False,False,True,False,True,True,True,False,False,True,False,True,False,True,False,True,True,False,False,True,False
HG01796,True,True,True,False,False,False,True,True,True,True,True,True,True,True,False,True,True,True,True,True,False,True,True,False,True,True,True
HG01797,True,False,True,False,False,True,True,True,True,True,False,False,True,True,True,True,True,True,False,False,True,True,False,True,True,True,False
HG01798,True,True,True,False,False,True,True,False,True,True,False,True,True,False,False,False,False,False,True,True,False,False,False,False,False,False,True
HG01799,True,True,True,True,False,False,True,False,False,True,False,False,True,True,False,True,False,False,False,True,False,False,True,True,True,True,False
HG01800,True,True,False,False,False,False,True,True,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True
HG01801,True,True,False,False,True,False,True,True,True,True,False,True,False,True,False,True,True,False,False,False,True,True,True,True,True,True,False
HG01802,False,False,True,False,False,True,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,True,True,True,False,True,False
HG01804,True,True,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,True,True,False,False,False,False,True
HG01805,False,True,False,False,True,False,True,True,True,False,True,True,False,True,True,True,True,False,True,True,True,False,True,False,False,False,True
HG01806,True,True,False,False,True,False,True,True,True,True,False,True,True,True,False,False,False,False,False,False,True,True,True,False,False,False,True
HG01807,False,False,False,False,True,False,True,False,True,False,True,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True,False
HG01808,True,False,False,False,True,False,True,True,True,True,True,False,False,True,False,False,False,True,True,True,True,False,False,False,True,False,False
HG01809,False,False,True,True,True,False,True,False,True,False,True,False,True,True,True,False,False,True,True,True,True,False,False,False,True,True,True
HG01810,True,True,False,False,True,False,True,False,True,True,False,True,False,False,False,False,True,True,True,False,True,True,False,True,True,True,False
HG01811,True,True,True,False,False,False,True,False,True,False,True,True,True,True,True,False,False,True,True,False,True,False,False,True,False,False,True
HG01812,True,True,False,False,False,True,True,False,True,False,False,True,True,True,True,True,True,True,False,True,True,True,False,True,False,False,True
HG01813,True,False,True,False,False,False,True,True,True,True,True,False,True,False,True,False,True,True,True,True,True,True,False,True,False,False,True
HG01815,False,False,True,False,True,True,False,True,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False
HG01816,True,True,False,False,True,False,True,True,True,True,True,True,True,True,True,False,True,True,True,True,True,True,True,True,True,True,True
HG01817,True,True,False,True,True,False,True,True,False,False,True,True,True,False,False,False,False,True,True,True,True,False,False,False,False,False,True
HG01840,True,True,True,False,True,True,False,False,True,False,True,False,False,False,False,True,True,False,False,False,True,True,False,False,True,False,False
HG01841,False,True,False,False,False,False,False,False,True,True,True,False,True,False,False,True,False,False,True,False,True,True,True,False,False,False,False
HG01842,False,True,False,False,False,False,True,True,False,False,False,False,False,False,False,True,True,False,False,False,True,True,True,False,True,True,True
HG01843,True,True,False,True,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,True,False,False,False,True,False,True,True
HG01844,True,True,True,False,True,True,True,False,False,True,False,True,False,False,False,True,True,False,True,False,False,True,True,True,False,False,True
HG01845,False,True,True,True,True,False,True,False,True,True,False,False,True,True,False,True,False,True,True,False,True,True,True,True,False,False,False
HG01846,False,False,True,False,False,True,False,True,True,False,False,False,True,True,True,False,True,True,True,True,False,False,False,True,True,True,False
HG01847,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,True,True,True,False,False
HG01848,True,True,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,True
HG01849,True,True,True,False,True,False,True,True,True,False,True,True,False,False,False,True,True,True,False,False,True,False,False,False,False,True,False
HG01850,True,False,True,False,True,True,True,False,True,False,False,False,False,False,False,True,True,True,False,False,True,True,False,True,False,True,False
HG01851,True,False,True,False,True,True,True,True,False,False,False,True,True,False,True,False,False,False,False,False,True,False,True,True,False,False,False
HG01852,True,True,True,True,False,False,True,True,False,True,False,False,True,False,True,False,True,False,False,True,False,True,True,True,False,False,False
HG01853,True,True,True,False,True,False,False,False,True,False,False,False,False,True,False,True,True,False,True,False,False,True,False,False,False,True,True
HG01855,False,True,True,False,True,False,False,True,True,False,True,False,False,False,True,True,True,False,True,False,True,False,False,False,False,False,True
HG01857,False,True,True,True,True,True,True,True,True,True,True,False,False,False,True,True,False,False,True,True,True,True,False,True,False,False,True
HG01858,True,True,True,False,True,False,False,True,False,True,True,True,True,False,True,False,False,False,True,True,True,False,True,True,True,False,False
HG01859,True,True,True,True,True,False,False,True,False,False,False,True,True,True,False,False,False,True,True,False,False,True,False,True,True,False,False
HG01860,True,False,False,True,False,False,True,True,True,True,False,True,True,False,True,True,True,False,True,True,True,True,False,True,True,False,True
HG01861,False,True,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,False,False
HG01862,True,False,True,False,False,False,False,False,True,True,True,False,False,True,False,True,True,True,True,False,True,False,False,False,False,False,True
HG01863,True,False,True,True,False,False,True,False,False,False,True,False,True,True,True,True,True,False,False,False,False,True,True,True,False,False,False
HG01864,False,True,False,False,True,False,True,False,True,True,False,False,False,False,False,True,True,True,True,True,True,False,True,True,False,True,False
HG01865,True,True,True,False,True,False,True,True,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False,False,True
HG01866,True,False,False,True,True,False,True,False,True,True,True,False,True,True,False,True,False,False,True,True,True,True,False,True,False,True,False
HG01867,True,True,False,False,True,True,False,True,True,False,False,False,False,True,False,True,True,False,False,True,True,False,False,True,False,False,True
HG01868,True,True,True,False,True,True,False,False,True,True,False,False,True,False,False,False,False,True,False,True,True,False,False,True,False,False,False
HG01869,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,True,True,False,False,True,True
HG01870,True,True,True,False,True,True,True,True,False,False,False,False,True,False,True,True,True,True,True,True,True,True,False,True,False,True,False
HG01871,True,False,False,False,True,True,True,True,True,True,False,False,False,False,True,True,True,False,True,False,False,False,False,True,True,False,True
HG01872,False,True,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,True,False,True,False,False,False,True,False,True
HG01873,True,False,True,False,False,False,True,True,True,True,True,False,False,False,True,True,False,True,True,False,True,False,True,True,False,True,True
HG01874,True,True,False,False,True,False,True,True,True,True,False,False,True,True,False,True,True,False,True,True,True,False,False,True,False,True,False
HG01878,True,True,False,False,True,True,True,False,True,True,False,True,False,True,True,True,False,False,False,True,True,False,True,False,False,False,False
HG01879,False,True,True,True,True,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
HG01880,True,False,False,False,True,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False
HG01882,True,True,True,False,False,True,True,True,False,True,False,True,True,False,False,False,False,True,True,False,True,True,False,True,False,True,True
HG01883,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False,False,True,False,False,True,True,False,False
HG01885,False,False,True,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False
HG01886,True,False,True,True,False,False,False,False,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False
HG01889,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,False,False,True,False
HG01890,True,False,True,False,False,False,False,True,True,True,True,False,True,False,True,False,False,False,True,False,False,False,False,True,False,False,True
HG01892,True,False,False,False,False,True,False,True,False,False,False,False,False,True,True,True,False,True,True,True,False,True,True,False,True,True,False
HG01893,False,False,True,True,False,False,True,True,True,False,False,True,False,True,False,True,False,False,True,True,False,False,True,True,False,False,True
